raw,replacement,category,notes
\b(?:5(?:\.0+)?|five)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,5x/day,freq,5 per day
\b(?:5(?:\.0+)?|five)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,5x/day,freq,5 per day
\b(?:5(?:\.0+)?|five)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:h|hr|hour|hours|hrs)\b,5x/hour,freq,5 per hour
\b(?:5(?:\.0+)?|five)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,5x/hour,freq,5 per hour
\b(?:5(?:\.0+)?|five)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:h|hr|hour|hours|hrs)\b,5x/hour,freq,5 per hour
\b(?:5(?:\.0+)?|five)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:m|mo|month|monthly)\b,5x/month,freq,5 per month
\b(?:5(?:\.0+)?|five)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,5x/month,freq,5 per month
\b(?:5(?:\.0+)?|five)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:m|mo|month|months|monthly)\b,5x/month,freq,5 per month
\b(?:5(?:\.0+)?|five)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:m|mo|month|months|monthly)\b,5x/month,freq,5 per month
\b(?:5(?:\.0+)?|five)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:w|week|wk|wks|weeks|weekly)\b,5x/week,freq,5 per week
\b(?:5(?:\.0+)?|five)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,5x/week,freq,5 per week
\b(?:5(?:\.0+)?|five)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:w|week|wk|wks|weeks|weekly)\b,5x/week,freq,5 per week
\b(?:5(?:\.0+)?|five)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:y|yr|year|yearly|annually)\b,5x/year,freq,5 per year
\b(?:5(?:\.0+)?|five)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,5x/year,freq,5 per year
\b(?:5(?:\.0+)?|five)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:y|yr|year|yearly|annually)\b,5x/year,freq,5 per year
\b(?:6(?:\.0+)?|six)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,6x/day,freq,6 per day
\b(?:6(?:\.0+)?|six)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,6x/day,freq,6 per day
\b(?:6(?:\.0+)?|six)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,6x/day,freq,6 per day
\b(?:6(?:\.0+)?|six)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,6x/day,freq,6 per day
\b(?:6(?:\.0+)?|six)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:h|hr|hour|hours|hrs)\b,6x/hour,freq,6 per hour
\b(?:6(?:\.0+)?|six)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,6x/hour,freq,6 per hour
\b(?:6(?:\.0+)?|six)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:h|hr|hour|hours|hrs)\b,6x/hour,freq,6 per hour
\b(?:6(?:\.0+)?|six)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:m|mo|month|monthly)\b,6x/month,freq,6 per month
\b(?:6(?:\.0+)?|six)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,6x/month,freq,6 per month
\b(?:6(?:\.0+)?|six)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:m|mo|month|months|monthly)\b,6x/month,freq,6 per month
\b(?:6(?:\.0+)?|six)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:m|mo|month|months|monthly)\b,6x/month,freq,6 per month
\b(?:6(?:\.0+)?|six)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:w|week|wk|wks|weeks|weekly)\b,6x/week,freq,6 per week
\b(?:6(?:\.0+)?|six)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,6x/week,freq,6 per week
\b(?:6(?:\.0+)?|six)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:w|week|wk|wks|weeks|weekly)\b,6x/week,freq,6 per week
\b(?:6(?:\.0+)?|six)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:y|yr|year|yearly|annually)\b,6x/year,freq,6 per year
\b(?:6(?:\.0+)?|six)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,6x/year,freq,6 per year
\b(?:6(?:\.0+)?|six)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:y|yr|year|yearly|annually)\b,6x/year,freq,6 per year
\b(?:7(?:\.0+)?|seven)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,7x/day,freq,7 per day
\b(?:7(?:\.0+)?|seven)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,7x/day,freq,7 per day
\b(?:7(?:\.0+)?|seven)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,7x/day,freq,7 per day
\b(?:7(?:\.0+)?|seven)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,7x/day,freq,7 per day
\b(?:7(?:\.0+)?|seven)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:h|hr|hour|hours|hrs)\b,7x/hour,freq,7 per hour
\b(?:7(?:\.0+)?|seven)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,7x/hour,freq,7 per hour
\b(?:7(?:\.0+)?|seven)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:h|hr|hour|hours|hrs)\b,7x/hour,freq,7 per hour
\b(?:7(?:\.0+)?|seven)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:m|mo|month|monthly)\b,7x/month,freq,7 per month
\b(?:7(?:\.0+)?|seven)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,7x/month,freq,7 per month
\b(?:7(?:\.0+)?|seven)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:m|mo|month|months|monthly)\b,7x/month,freq,7 per month
\b(?:7(?:\.0+)?|seven)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:m|mo|month|months|monthly)\b,7x/month,freq,7 per month
\b(?:7(?:\.0+)?|seven)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:w|week|wk|wks|weeks|weekly)\b,7x/week,freq,7 per week
\b(?:7(?:\.0+)?|seven)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,7x/week,freq,7 per week
\b(?:7(?:\.0+)?|seven)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:w|week|wk|wks|weeks|weekly)\b,7x/week,freq,7 per week
\b(?:7(?:\.0+)?|seven)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:y|yr|year|yearly|annually)\b,7x/year,freq,7 per year
\b(?:7(?:\.0+)?|seven)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,7x/year,freq,7 per year
\b(?:7(?:\.0+)?|seven)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:y|yr|year|yearly|annually)\b,7x/year,freq,7 per year
\b(?:8(?:\.0+)?|eight)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,8x/day,freq,8 per day
\b(?:8(?:\.0+)?|eight)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,8x/day,freq,8 per day
\b(?:8(?:\.0+)?|eight)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,8x/day,freq,8 per day
\b(?:8(?:\.0+)?|eight)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,8x/day,freq,8 per day
\b(?:8(?:\.0+)?|eight)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:h|hr|hour|hours|hrs)\b,8x/hour,freq,8 per hour
\b(?:8(?:\.0+)?|eight)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,8x/hour,freq,8 per hour
\b(?:8(?:\.0+)?|eight)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:h|hr|hour|hours|hrs)\b,8x/hour,freq,8 per hour
\b(?:8(?:\.0+)?|eight)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:m|mo|month|monthly)\b,8x/month,freq,8 per month
\b(?:8(?:\.0+)?|eight)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,8x/month,freq,8 per month
\b(?:8(?:\.0+)?|eight)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:m|mo|month|months|monthly)\b,8x/month,freq,8 per month
\b(?:8(?:\.0+)?|eight)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:m|mo|month|months|monthly)\b,8x/month,freq,8 per month
\b(?:8(?:\.0+)?|eight)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:w|week|wk|wks|weeks|weekly)\b,8x/week,freq,8 per week
\b(?:8(?:\.0+)?|eight)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,8x/week,freq,8 per week
\b(?:8(?:\.0+)?|eight)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:w|week|wk|wks|weeks|weekly)\b,8x/week,freq,8 per week
\b(?:8(?:\.0+)?|eight)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:y|yr|year|yearly|annually)\b,8x/year,freq,8 per year
\b(?:8(?:\.0+)?|eight)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,8x/year,freq,8 per year
\b(?:8(?:\.0+)?|eight)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:y|yr|year|yearly|annually)\b,8x/year,freq,8 per year
\b(?:9(?:\.0+)?|nine)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,9x/day,freq,9 per day
\b(?:9(?:\.0+)?|nine)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,9x/day,freq,9 per day
\b(?:9(?:\.0+)?|nine)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,9x/day,freq,9 per day
\b(?:9(?:\.0+)?|nine)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,9x/day,freq,9 per day
\b(?:9(?:\.0+)?|nine)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:h|hr|hour|hours|hrs)\b,9x/hour,freq,9 per hour
\b(?:9(?:\.0+)?|nine)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,9x/hour,freq,9 per hour
\b(?:9(?:\.0+)?|nine)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:h|hr|hour|hours|hrs)\b,9x/hour,freq,9 per hour
\b(?:9(?:\.0+)?|nine)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:m|mo|month|monthly)\b,9x/month,freq,9 per month
\b(?:9(?:\.0+)?|nine)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,9x/month,freq,9 per month
\b(?:9(?:\.0+)?|nine)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:m|mo|month|months|monthly)\b,9x/month,freq,9 per month
\b(?:9(?:\.0+)?|nine)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:m|mo|month|months|monthly)\b,9x/month,freq,9 per month
\b(?:9(?:\.0+)?|nine)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:w|week|wk|wks|weeks|weekly)\b,9x/week,freq,9 per week
\b(?:9(?:\.0+)?|nine)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,9x/week,freq,9 per week
\b(?:9(?:\.0+)?|nine)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:w|week|wk|wks|weeks|weekly)\b,9x/week,freq,9 per week
\b(?:9(?:\.0+)?|nine)\s*(?:(?:x|times?)\s*)?(?:/\s*|same\s*|each\s*|every\s*|per\s*|a\s*)?(?:y|yr|year|yearly|annually)\b,9x/year,freq,9 per year
\b(?:9(?:\.0+)?|nine)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*)\s*(?:w|week|weeks|wk|m|mo|month|months)\b,9x/year,freq,9 per year
\b(?:9(?:\.0+)?|nine)\s*(?:d|day|days)\s*(?:/\s*|per\s*|a\s*|each\s*|in\s*)?\s*(?:y|yr|year|yearly|annually)\b,9x/year,freq,9 per year
\b(?:prn|as needed|rarely|occasionally|intermittent)\b,prn,freq,
\bq\s*(?:1(?:\.0+)?|one)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q1 day,freq,q1 day
\bevery\s*(?:1(?:\.0+)?|one)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q1 day,freq,every 1 day
\bq\s*(?:1(?:\.0+)?|one)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q1 day,freq,q1 day
\bevery\s*(?:1(?:\.0+)?|one)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q1 day,freq,every 1 day
\bq\s*(?:1(?:\.0+)?|one)\s*(?:h|hr|hour|hours|hrs)\b,q1 hour,freq,q1 hour
\bevery\s*(?:1(?:\.0+)?|one)\s*(?:h|hr|hour|hours|hrs)\b,q1 hour,freq,every 1 hour
\bqh\b,q1 hour,freq,qh
\bq\s*(?:1(?:\.0+)?|one)\s*(?:m|mo|month|monthly)\b,q1 month,freq,q1 month
\bevery\s*(?:1(?:\.0+)?|one)\s*(?:m|mo|month|monthly)\b,q1 month,freq,every 1 month
\bq\s*(?:1(?:\.0+)?|one)\s*(?:m|mo|month|months|monthly)\b,q1 month,freq,q1 month
\bevery\s*(?:1(?:\.0+)?|one)\s*(?:m|mo|month|months|monthly)\b,q1 month,freq,every 1 month
\bq\s*(?:1(?:\.0+)?|one)\s*(?:w|week|wk|wks|weeks|weekly)\b,q1 week,freq,q1 week
\bevery\s*(?:1(?:\.0+)?|one)\s*(?:w|week|wk|wks|weeks|weekly)\b,q1 week,freq,every 1 week
\bq\s*(?:1(?:\.0+)?|one)\s*(?:y|yr|year|yearly|annually)\b,q1 year,freq,q1 year
\bevery\s*(?:1(?:\.0+)?|one)\s*(?:y|yr|year|yearly|annually)\b,q1 year,freq,every 1 year
\bq\s*(?:10(?:\.0+)?|ten)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q10 day,freq,q10 day
\bevery\s*(?:10(?:\.0+)?|ten)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q10 day,freq,every 10 day
\bq\s*(?:10(?:\.0+)?|ten)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q10 day,freq,q10 day
\bevery\s*(?:10(?:\.0+)?|ten)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q10 day,freq,every 10 day
\bq\s*(?:10(?:\.0+)?|ten)\s*(?:h|hr|hour|hours|hrs)\b,q10 hour,freq,q10 hour
\bevery\s*(?:10(?:\.0+)?|ten)\s*(?:h|hr|hour|hours|hrs)\b,q10 hour,freq,every 10 hour
\bq\s*(?:10(?:\.0+)?|ten)\s*(?:m|mo|month|monthly)\b,q10 month,freq,q10 month
\bevery\s*(?:10(?:\.0+)?|ten)\s*(?:m|mo|month|monthly)\b,q10 month,freq,every 10 month
\bq\s*(?:10(?:\.0+)?|ten)\s*(?:m|mo|month|months|monthly)\b,q10 month,freq,q10 month
\bevery\s*(?:10(?:\.0+)?|ten)\s*(?:m|mo|month|months|monthly)\b,q10 month,freq,every 10 month
\bq\s*(?:10(?:\.0+)?|ten)\s*(?:w|week|wk|wks|weeks|weekly)\b,q10 week,freq,q10 week
\bevery\s*(?:10(?:\.0+)?|ten)\s*(?:w|week|wk|wks|weeks|weekly)\b,q10 week,freq,every 10 week
\bq\s*(?:10(?:\.0+)?|ten)\s*(?:y|yr|year|yearly|annually)\b,q10 year,freq,q10 year
\bevery\s*(?:10(?:\.0+)?|ten)\s*(?:y|yr|year|yearly|annually)\b,q10 year,freq,every 10 year
\bq\s*(?:11(?:\.0+)?|eleven)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q11 day,freq,q11 day
\bevery\s*(?:11(?:\.0+)?|eleven)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q11 day,freq,every 11 day
\bq\s*(?:11(?:\.0+)?|eleven)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q11 day,freq,q11 day
\bevery\s*(?:11(?:\.0+)?|eleven)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q11 day,freq,every 11 day
\bq\s*(?:11(?:\.0+)?|eleven)\s*(?:h|hr|hour|hours|hrs)\b,q11 hour,freq,q11 hour
\bevery\s*(?:11(?:\.0+)?|eleven)\s*(?:h|hr|hour|hours|hrs)\b,q11 hour,freq,every 11 hour
\bq\s*(?:11(?:\.0+)?|eleven)\s*(?:m|mo|month|monthly)\b,q11 month,freq,q11 month
\bevery\s*(?:11(?:\.0+)?|eleven)\s*(?:m|mo|month|monthly)\b,q11 month,freq,every 11 month
\bq\s*(?:11(?:\.0+)?|eleven)\s*(?:m|mo|month|months|monthly)\b,q11 month,freq,q11 month
\bevery\s*(?:11(?:\.0+)?|eleven)\s*(?:m|mo|month|months|monthly)\b,q11 month,freq,every 11 month
\bq\s*(?:11(?:\.0+)?|eleven)\s*(?:w|week|wk|wks|weeks|weekly)\b,q11 week,freq,q11 week
\bevery\s*(?:11(?:\.0+)?|eleven)\s*(?:w|week|wk|wks|weeks|weekly)\b,q11 week,freq,every 11 week
\bq\s*(?:11(?:\.0+)?|eleven)\s*(?:y|yr|year|yearly|annually)\b,q11 year,freq,q11 year
\bevery\s*(?:11(?:\.0+)?|eleven)\s*(?:y|yr|year|yearly|annually)\b,q11 year,freq,every 11 year
\bq\s*(?:12(?:\.0+)?|twelve)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q12 day,freq,q12 day
\bevery\s*(?:12(?:\.0+)?|twelve)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q12 day,freq,every 12 day
\bq\s*(?:12(?:\.0+)?|twelve)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q12 day,freq,q12 day
\bevery\s*(?:12(?:\.0+)?|twelve)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q12 day,freq,every 12 day
\bq\s*(?:12(?:\.0+)?|twelve)\s*(?:h|hr|hour|hours|hrs)\b,q12 hour,freq,q12 hour
\bevery\s*(?:12(?:\.0+)?|twelve)\s*(?:h|hr|hour|hours|hrs)\b,q12 hour,freq,every 12 hour
\bq\s*(?:12(?:\.0+)?|twelve)\s*(?:m|mo|month|monthly)\b,q12 month,freq,q12 month
\bevery\s*(?:12(?:\.0+)?|twelve)\s*(?:m|mo|month|monthly)\b,q12 month,freq,every 12 month
\bq\s*(?:12(?:\.0+)?|twelve)\s*(?:m|mo|month|months|monthly)\b,q12 month,freq,q12 month
\bevery\s*(?:12(?:\.0+)?|twelve)\s*(?:m|mo|month|months|monthly)\b,q12 month,freq,every 12 month
\bq\s*(?:12(?:\.0+)?|twelve)\s*(?:w|week|wk|wks|weeks|weekly)\b,q12 week,freq,q12 week
\bevery\s*(?:12(?:\.0+)?|twelve)\s*(?:w|week|wk|wks|weeks|weekly)\b,q12 week,freq,every 12 week
\bq\s*(?:12(?:\.0+)?|twelve)\s*(?:y|yr|year|yearly|annually)\b,q12 year,freq,q12 year
\bevery\s*(?:12(?:\.0+)?|twelve)\s*(?:y|yr|year|yearly|annually)\b,q12 year,freq,every 12 year
\bq\s*(?:2(?:\.0+)?|two)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q2 day,freq,q2 day
\bevery\s*(?:2(?:\.0+)?|two)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q2 day,freq,every 2 day
\bq\s*(?:2(?:\.0+)?|two)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q2 day,freq,q2 day
\bevery\s*(?:2(?:\.0+)?|two)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q2 day,freq,every 2 day
\bq\s*(?:2(?:\.0+)?|two)\s*(?:h|hr|hour|hours|hrs)\b,q2 hour,freq,q2 hour
\bevery\s*(?:2(?:\.0+)?|two)\s*(?:h|hr|hour|hours|hrs)\b,q2 hour,freq,every 2 hour
\bq\s*(?:2(?:\.0+)?|two)\s*(?:m|mo|month|monthly)\b,q2 month,freq,q2 month
\bevery\s*(?:2(?:\.0+)?|two)\s*(?:m|mo|month|monthly)\b,q2 month,freq,every 2 month
\bq\s*(?:2(?:\.0+)?|two)\s*(?:m|mo|month|months|monthly)\b,q2 month,freq,q2 month
\bevery\s*(?:2(?:\.0+)?|two)\s*(?:m|mo|month|months|monthly)\b,q2 month,freq,every 2 month
\bq\s*(?:2(?:\.0+)?|two)\s*(?:w|week|wk|wks|weeks|weekly)\b,q2 week,freq,q2 week
\bevery\s*(?:2(?:\.0+)?|two)\s*(?:w|week|wk|wks|weeks|weekly)\b,q2 week,freq,every 2 week
\bq\s*(?:2(?:\.0+)?|two)\s*(?:y|yr|year|yearly|annually)\b,q2 year,freq,q2 year
\bevery\s*(?:2(?:\.0+)?|two)\s*(?:y|yr|year|yearly|annually)\b,q2 year,freq,every 2 year
\bq\s*(?:3(?:\.0+)?|three)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q3 day,freq,q3 day
\bevery\s*(?:3(?:\.0+)?|three)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q3 day,freq,every 3 day
\bq\s*(?:3(?:\.0+)?|three)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q3 day,freq,q3 day
\bevery\s*(?:3(?:\.0+)?|three)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q3 day,freq,every 3 day
\bq\s*(?:3(?:\.0+)?|three)\s*(?:h|hr|hour|hours|hrs)\b,q3 hour,freq,q3 hour
\bevery\s*(?:3(?:\.0+)?|three)\s*(?:h|hr|hour|hours|hrs)\b,q3 hour,freq,every 3 hour
\bq\s*(?:3(?:\.0+)?|three)\s*(?:m|mo|month|monthly)\b,q3 month,freq,q3 month
\bevery\s*(?:3(?:\.0+)?|three)\s*(?:m|mo|month|monthly)\b,q3 month,freq,every 3 month
\bq\s*(?:3(?:\.0+)?|three)\s*(?:m|mo|month|months|monthly)\b,q3 month,freq,q3 month
\bevery\s*(?:3(?:\.0+)?|three)\s*(?:m|mo|month|months|monthly)\b,q3 month,freq,every 3 month
\bq\s*(?:3(?:\.0+)?|three)\s*(?:w|week|wk|wks|weeks|weekly)\b,q3 week,freq,q3 week
\bevery\s*(?:3(?:\.0+)?|three)\s*(?:w|week|wk|wks|weeks|weekly)\b,q3 week,freq,every 3 week
\bq\s*(?:3(?:\.0+)?|three)\s*(?:y|yr|year|yearly|annually)\b,q3 year,freq,q3 year
\bevery\s*(?:3(?:\.0+)?|three)\s*(?:y|yr|year|yearly|annually)\b,q3 year,freq,every 3 year
\bq\s*(?:4(?:\.0+)?|four)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q4 day,freq,q4 day
